y_true,y_pred,y_logit,q10,q50,q90
-0.005641341,-0.0003980049,-0.073643625,-0.0055194777,-0.00052254926,0.0026714131
-0.003248334,-0.0020825923,-0.060500674,-0.005204291,-0.00031005355,0.0024952265
0.004445076,-0.002634863,-0.05566106,-0.0050954735,-5.6770456e-05,0.0025439525
-0.0020518303,-0.0036055115,-0.048125967,-0.005020879,-0.00018446111,0.002378993
0.0006839037,-0.0031649345,-0.051010724,-0.0054369536,-0.00024014413,0.0027280855
0.0018808842,-0.0034687393,-0.052410897,-0.005637669,-4.3184555e-05,0.0029225377
-0.0042740107,-0.0041006417,-0.04988306,-0.0057243877,7.246889e-05,0.0030362266
0.004444599,-0.0042276303,-0.04415436,-0.004875082,-0.0001375892,0.0023654706
-0.0013674498,-0.004742703,-0.043860935,-0.0053063645,-0.00011877154,0.0026321695
-0.00034224987,-0.0013228371,-0.07415918,-0.005955857,-0.0005638046,0.0028425422
-0.0034189224,-0.0029639346,-0.056508787,-0.0047530304,-0.00027142133,0.0021737346
-0.004102826,-0.00432789,-0.04606104,-0.004873356,-0.00012545098,0.002344233
0.0018802881,-0.0039337226,-0.04933568,-0.005695914,0.00027137162,0.0031604927
0.0011968613,-0.003815303,-0.044779748,-0.0047440454,-0.000117055286,0.0023223972
0.0037611723,-0.004479743,-0.042288974,-0.00506248,-9.6134e-05,0.002522815
-0.0011968613,-0.0040699006,-0.044767536,-0.0050680693,-7.903416e-05,0.0025847573
0.0029064417,-0.0036217128,-0.04746198,-0.0057158032,3.6145386e-05,0.003053063
-0.013676882,-0.016359737,-0.015609311,-0.009369222,0.0024731285,0.009847194
0.0068382025,-0.009594748,0.00029340014,-0.01014714,0.0031734973,0.008286517
0.013164043,-0.010253813,-0.0045224875,-0.010231247,0.0028133958,0.007963369
0.0010257959,-0.010894485,-0.03011503,-0.008528003,0.0020105387,0.00599647
-0.0034193993,-0.010811986,-0.03299485,-0.00705044,0.0010071781,0.0041596745
-0.007863879,-0.011477951,-0.025832158,-0.0072226645,0.0014870742,0.0044740746
