tf1,tf2,lookback,length,lookback2,length2,min_s,max_s,koeff1,koeff2,mmcoff,exitday,sdel_day,direction,avg_trade_1c,num_trades,total_pts,win_rate,profit_factor,avg_win,avg_loss
120,45,145,100,40,160,420,560,1.0114796171233493,0.9929905289295652,8,1,1,short,62.62214983713355,614,38450.0,0.5211726384364821,1.1894555309189456,754.375,-695.0342465753424
120,60,95,90,45,130,250,610,0.9761710994618858,0.9528540357909224,10,1,0,short,62.601260126012605,1111,69550.0,0.4752475247524752,1.1264039838610012,1173.8068181818182,-948.6551724137931
150,90,180,190,55,180,180,380,0.9810025761207282,0.9277524966017231,24,1,0,short,62.547649301143586,787,49225.0,0.49301143583227447,1.1053786459727053,1330.798969072165,-1182.5949367088608
240,120,265,95,65,150,350,490,1.0016995229062673,0.9617028769309599,19,1,0,short,62.54500818330605,611,38215.0,0.5008183306055647,1.1984885472393914,754.0686274509804,-635.4125412541254
300,60,90,215,15,195,390,550,0.9633008139060512,1.017065495163283,20,1,0,short,62.543103448275865,580,36275.0,0.4827586206896552,1.1609611075366628,934.4285714285714,-756.2583892617449
180,60,125,270,45,180,330,570,0.9680169235130978,0.9696180961257835,13,1,1,short,62.52814738996929,977,61090.0,0.4749232343909928,1.1248186666121816,1186.4655172413793,-965.3451676528599
240,45,75,215,25,130,70,260,1.0021603206153542,0.9792204839435379,5,1,1,short,62.52760736196319,815,50960.0,0.47484662576687114,1.1620787812286308,944.1214470284237,-739.8
300,45,165,165,15,140,330,610,0.9912494614775365,0.9309970356212114,26,0,0,short,62.518450184501845,542,33885.0,0.34501845018450183,1.0691403619743312,2802.005347593583,-1388.356940509915
210,45,150,265,85,110,120,290,0.9342414058313693,1.0102342227604533,11,1,0,short,62.446666666666665,750,46835.0,0.48533333333333334,1.1475978128988544,1000.4120879120879,-828.4986945169712
240,45,90,180,25,90,310,650,1.0176977238796818,0.9277884525678255,9,1,0,short,62.444279346211,673,42025.0,0.4561664190193165,1.1067816851306027,1418.843648208469,-1078.2465753424658
210,45,225,170,20,155,60,240,0.9051851690573507,1.0146972883209815,8,1,0,short,62.43877551020408,490,30595.0,0.4530612244897959,1.1672543392100587,961.8018018018018,-692.8977272727273
150,45,45,145,55,15,280,370,0.9659383595198241,0.9871257005586165,16,0,1,short,62.360774818401936,413,25755.0,0.4600484261501211,1.0646282401947254,2232.9736842105262,-1787.0403587443946
180,45,135,295,25,105,360,640,0.9876053562541464,0.9947968946058182,18,1,1,short,62.359234234234236,888,55375.0,0.47297297297297297,1.1236960260906472,1197.7261904761904,-960.6652360515021
300,120,95,175,25,90,210,290,0.9017462244927811,0.971904170378061,23,1,1,short,62.35372340425532,752,46890.0,0.5013297872340425,1.184370392214686,798.9787798408488,-687.3648648648649
150,60,190,270,50,190,300,490,0.9666885960808657,0.9646534582667937,16,0,0,short,62.30263157894737,304,18940.0,0.3519736842105263,1.0553825460181,3373.1308411214955,-1735.9644670050761
300,90,100,235,25,25,240,590,1.0019155667835904,0.9523556970744297,12,1,0,short,62.27513227513227,567,35310.0,0.47795414462081126,1.1169244014702473,1244.6494464944649,-1030.6825938566553
150,45,225,145,5,115,390,610,0.969059017167282,0.9654150349599284,22,0,1,short,62.244582043343655,646,40210.0,0.3715170278637771,1.0787574306392063,2294.8541666666665,-1263.75
180,45,100,255,50,75,150,250,0.945784919152196,1.011194571149002,16,1,1,short,62.207692307692305,650,40435.0,0.5215384615384615,1.2106208980102093,685.5899705014749,-625.342019543974
150,45,75,150,65,130,240,440,0.9609360705468003,0.9265939655689057,23,1,1,short,62.18023255813954,1204,74865.0,0.47674418604651164,1.134382208021827,1100.993031358885,-888.524720893142
300,90,85,190,35,110,290,390,1.0000652896318278,0.9306273705375744,20,1,0,short,62.1684350132626,754,46875.0,0.4854111405835544,1.1512291908633372,974.9590163934427,-807.1875
210,120,195,280,50,85,280,500,1.0029928449910261,0.9054928109716702,6,1,0,short,62.159498207885306,558,34685.0,0.503584229390681,1.1392860011244077,1009.626334519573,-902.2463768115942
300,60,140,290,70,150,180,570,0.9006057800707593,1.0078771372763924,28,1,1,short,62.155361050328224,914,56810.0,0.45842450765864334,1.100014964393546,1491.2291169451073,-1159.2142857142858
300,90,25,225,70,195,270,660,1.0105958109418671,0.9573120408384717,19,1,1,short,62.119565217391305,736,45720.0,0.4891304347826087,1.0923766997353161,1501.8055555555557,-1326.8900804289544
120,90,160,160,40,180,360,530,0.9077781491997287,0.9097131377636157,25,1,1,short,62.118138424821005,838,52055.0,0.4964200477326969,1.1385454787411005,1028.3173076923076,-894.5833333333334
300,120,260,170,35,195,160,260,1.0365610254150228,1.0392759517912065,6,1,1,short,62.11494252873563,435,27020.0,0.48735632183908045,1.1280781172232361,1122.5707547169811,-958.9318181818181
210,120,40,65,90,20,240,630,0.9269913475729415,0.940070443600319,17,0,1,short,62.08074534161491,322,19990.0,0.4503105590062112,1.0532406482628207,2727.2758620689656,-2121.271186440678
240,60,125,205,10,185,90,320,0.9471546386005718,0.9181241247224413,20,1,1,short,62.07344632768361,885,54935.0,0.48135593220338985,1.1471841174579358,1005.1056338028169,-820.3076923076923
300,45,290,175,20,195,70,200,0.9680505762797296,0.9058443749193593,18,1,0,short,62.02290076335878,786,48750.0,0.4770992366412214,1.1939449395289625,800.2933333333333,-614.5721271393643
180,120,135,200,5,70,240,610,0.9613200429363628,0.9612581978448177,16,1,1,short,62.005108556832695,783,48550.0,0.4776500638569604,1.1137788401823274,1270.735294117647,-1050.9975369458127
150,60,205,20,30,130,360,630,0.9023593763101092,0.9195988309628893,18,0,1,short,61.98019801980198,404,25040.0,0.4034653465346535,1.0656150096955086,2494.846625766871,-1590.0833333333333
180,60,155,120,60,195,110,470,0.9441615207778645,0.9660731728297994,22,1,0,short,61.94,1000,61940.0,0.477,1.1108764141486467,1301.006289308176,-1072.2456813819579
300,60,250,230,20,75,290,450,0.987034634956691,0.9841236664497901,8,1,1,short,61.91943127962085,633,39195.0,0.4976303317535545,1.12178979258914,1146.095238095238,-1021.6666666666666
210,60,255,285,45,55,220,450,0.9654088288224736,0.9811929388147281,26,1,0,short,61.902255639097746,665,41165.0,0.4842105263157895,1.1216981271525919,1178.3229813664595,-991.950146627566
240,45,200,290,20,195,370,500,0.9750507337174865,1.0279484779228452,27,1,0,short,61.89655172413793,377,23335.0,0.47214854111405835,1.1260567755179214,1171.0674157303372,-944.4642857142857
300,90,190,280,85,100,240,640,0.9926684673689654,0.935833892895177,7,1,1,short,61.889483065953655,561,34720.0,0.46524064171123,1.1069080719905162,1377.3371647509578,-1100.8983050847457
210,120,255,150,65,115,270,420,0.9674785386648517,1.0107755843043347,10,1,1,short,61.87269372693727,542,33535.0,0.48523985239852396,1.155265411949904,948.745247148289,-779.7292418772563
150,45,105,185,85,165,120,500,0.9059950094728467,0.9712775194717161,20,1,1,short,61.825910931174086,1235,76355.0,0.4744939271255061,1.1061931517899364,1357.2952218430034,-1114.7596899224807
150,60,100,265,85,140,220,370,0.9265298517581538,0.9924678553003577,26,1,1,short,61.81947069943289,1058,65405.0,0.4914933837429111,1.1529941520467837,947.8942307692307,-799.0654205607476
240,60,225,240,85,45,380,590,0.9433343428589287,0.9077388141740618,10,1,1,short,61.75347222222222,576,35570.0,0.4826388888888889,1.1740555881777255,863.0575539568346,-688.0808080808081
210,45,120,285,65,195,150,370,0.9929633160377739,0.9690176656581088,9,1,0,short,61.75218340611354,916,56565.0,0.4912663755458515,1.139441150731533,1027.1555555555556,-881.8586956521739
120,45,180,185,25,130,330,640,0.9394762716793026,0.906169703411587,19,1,1,short,61.75182481751825,959,59220.0,0.4765380604796663,1.1318769415773124,1112.199124726477,-901.7168674698795
300,45,135,275,50,160,340,480,0.9956504236288771,0.9232485185600114,13,1,1,short,61.71650717703349,836,51595.0,0.4904306220095694,1.1273180421720195,1114.2439024390244,-953.5176470588235
210,45,210,45,20,80,70,190,0.9706985747047667,0.9438342411121456,27,1,1,short,61.716077537058155,877,54125.0,0.49144811858608894,1.2094701807345485,725.092807424594,-587.25
300,45,110,70,80,40,100,340,0.9449240388935569,0.9689169036948785,9,1,1,short,61.69028340080972,988,60950.0,0.4676113360323887,1.1601713399731952,955.5844155844156,-727.5908221797323
120,90,280,210,80,145,80,160,0.956048528588472,0.94027541189626,22,1,1,short,61.664265129682995,694,42795.0,0.5129682997118156,1.244124358243012,612.626404494382,-528.0120481927711
150,60,265,175,35,130,80,280,0.9378180739828585,0.9357465516989107,13,1,0,short,61.6626213592233,824,50810.0,0.48058252427184467,1.1717163182885821,875.5176767676768,-697.8655660377359
210,90,210,195,40,190,310,420,1.0374407105567676,0.9276229435600708,24,1,1,short,61.62442396313364,434,26745.0,0.49539170506912444,1.1286776203420819,1091.1162790697674,-957.8110599078341
210,45,165,70,20,65,440,590,0.9201038467475228,1.0139011096238197,26,1,1,short,61.60919540229885,348,21440.0,0.47701149425287354,1.213004818439223,735.5120481927711,-556.1049723756906
240,120,80,210,85,105,80,480,0.9597931914650776,0.9582463057520537,15,1,1,short,61.5978886756238,1042,64185.0,0.4932821497120921,1.098531658006033,1392.2178988326848,-1240.7904761904763
120,45,65,280,5,190,190,320,0.9604283554611277,1.0222141538323737,24,0,1,short,61.573208722741434,321,19765.0,0.37694704049844235,1.0573438746645392,3011.900826446281,-1732.035175879397
210,60,275,245,40,185,390,590,1.027683165664458,0.9735323528497198,29,1,1,short,61.56312625250501,499,30720.0,0.503006012024048,1.1269526407141086,1086.4541832669322,-979.6761133603239
210,45,50,110,95,60,90,560,0.9894137708225597,0.9929824919577215,9,1,0,short,61.52849740932643,1158,71250.0,0.44041450777202074,1.116618791583806,1337.6764705882354,-953.1435257410296
180,45,220,90,95,165,380,500,1.0031440661778925,1.0169204957467362,19,1,1,short,61.46766169154229,603,37065.0,0.4693200663349917,1.1401429219600725,1065.530035335689,-836.9620253164557
120,45,155,190,100,170,170,670,1.0307123687890234,0.9572391777814915,17,1,0,short,61.445454545454545,550,33795.0,0.4381818181818182,1.0804786569030185,1882.655601659751,-1363.392857142857
120,60,185,115,40,55,90,280,0.918143627770691,1.0055504555517323,21,1,1,short,61.443932411674346,651,40000.0,0.47465437788018433,1.1615019683052388,930.9870550161812,-730.6047197640117
240,90,50,240,5,160,260,630,1.01252346707322,0.93662367858723,16,1,1,short,61.432,625,38395.0,0.472,1.107595734842859,1339.7966101694915,-1091.269113149847
150,60,50,45,65,190,240,420,0.9309979508597108,1.0172763992554155,18,1,0,short,61.36243386243386,378,23195.0,0.46296296296296297,1.115975,1275.4,-985.2216748768473
180,60,20,25,70,150,270,540,0.9485850236490286,1.0289154603801602,20,1,0,short,61.34615384615385,312,19140.0,0.44871794871794873,1.1010639702193943,1489.4642857142858,-1107.514619883041
180,120,300,240,90,180,240,670,0.9662425521229904,1.0226338206866394,6,1,0,short,61.317626527050614,573,35135.0,0.44153577661431065,1.089303188582612,1693.9525691699605,-1237.2169811320755
240,90,265,190,30,170,280,640,0.9936692145659144,0.9173980540515781,11,1,0,short,61.18181818181818,660,40380.0,0.4893939393939394,1.1270770392749245,1108.7925696594427,-945.7142857142857
210,60,150,230,70,195,150,470,0.9719207606132068,0.9232371723920457,24,1,0,short,61.15577889447236,995,60850.0,0.47738693467336685,1.1058214860223468,1338.6842105263158,-1112.2340425531916
150,60,140,125,10,185,290,470,0.9970132314619915,1.0155268145869305,18,1,1,short,61.14661654135338,532,32530.0,0.4548872180451128,1.1144052894422172,1309.3801652892562,-994.1958041958042
180,90,205,255,35,170,130,660,1.057713801039918,1.0164130997694476,22,1,0,short,61.14035087719298,399,24395.0,0.44110275689223055,1.06431160614249,2293.8636363636365,-1701.0089686098654
240,45,160,270,10,90,210,630,1.0195677565491943,0.9959429131503893,11,1,1,short,61.12903225806452,620,37900.0,0.4258064516129032,1.0952189533452252,1651.25,-1127.5637393767706
180,90,95,245,95,180,300,530,1.0375815187282178,0.9981667390354146,26,1,1,short,60.95969289827255,521,31760.0,0.4971209213051823,1.1128341771027623,1209.4015444015445,-1078.448275862069
120,60,185,135,30,150,80,360,0.9280364501717273,0.99367516513726,28,1,1,short,60.88235294117647,748,45540.0,0.4799465240641711,1.1449833654351251,1001.7966573816155,-809.5489690721649
120,90,200,250,40,160,290,400,0.9747274471036051,1.0368136411934818,10,1,1,short,60.87171052631579,304,18505.0,0.4769736842105263,1.1181446721573134,1207.8275862068965,-997.6433121019109
150,90,265,170,95,155,290,400,0.9177773441183662,0.9874237161237839,24,1,1,short,60.82748948106592,713,43370.0,0.49228611500701264,1.1522849769132182,934.94301994302,-795.5167597765363
120,45,285,65,5,105,80,180,1.0068458201743122,1.0119905848202881,20,1,1,short,60.825,400,24330.0,0.4925,1.1794711024231919,811.6497461928934,-677.825
240,60,180,240,95,35,340,490,0.9778917176868478,0.9680829650641374,22,1,0,short,60.813449023861175,461,28035.0,0.5010845986984815,1.1548681121392073,905.021645021645,-790.5021834061135
240,120,225,70,50,175,170,270,0.9188120420160332,0.9076613287744992,23,1,1,short,60.792610250297976,839,51005.0,0.4970202622169249,1.1764359963332585,815.5635491606714,-691.5909090909091
180,120,170,120,65,165,230,410,0.9994874329134185,0.9753051306368751,7,1,1,short,60.7798833819242,686,41695.0,0.49271137026239065,1.1031212128706749,1319.6005917159764,-1165.2161383285302
150,45,220,250,65,135,300,500,0.9840988702606549,0.9504519066239367,23,1,0,short,60.76875,800,48615.0,0.485,1.125236678387882,1125.7731958762886,-958.4814814814815
210,90,195,160,90,65,120,660,1.0136627241848555,1.0146797625746071,29,1,0,short,60.76687116564417,652,39620.0,0.43098159509202455,1.0813853169549321,1873.4519572953736,-1312.1832884097034
300,45,195,295,60,165,110,300,0.9730905551690752,0.9043693926755798,19,1,1,short,60.74285714285714,875,53150.0,0.496,1.161906937780824,878.8594470046083,-749.486301369863
210,90,155,155,55,195,150,550,0.9400283756896687,0.9716375800338585,29,1,0,short,60.658508158508155,858,52045.0,0.486013986013986,1.0984163002883751,1392.9736211031175,-1201.875
180,60,155,245,55,195,390,510,0.9743693498894068,1.0285280880397953,26,1,1,short,60.64977973568282,454,27535.0,0.4845814977973568,1.135124524598209,1051.409090909091,-882.1428571428571
120,45,155,130,85,120,420,610,1.0170382702609926,1.0314667923536747,21,1,0,short,60.640243902439025,328,19890.0,0.4481707317073171,1.1372812920592195,1120.9183673469388,-809.413407821229
300,90,220,250,95,165,230,380,0.9995233511386237,0.9410448671873278,14,1,1,short,60.59485530546624,622,37690.0,0.5064308681672026,1.113223984619082,1176.4126984126983,-1095.0
210,90,145,120,55,140,90,410,0.9206342977866475,1.0012454893038891,16,1,1,short,60.56201550387597,774,46875.0,0.4870801033591731,1.0933997509339974,1455.5702917771882,-1277.0356234096691
210,60,20,215,75,185,200,590,0.941676991456892,0.9003021112857235,18,1,1,short,60.548327137546465,1076,65150.0,0.4637546468401487,1.106983923674401,1350.941883767535,-1060.9233449477351
240,60,45,235,55,175,380,610,0.9328685265182006,1.0393718866711075,7,1,0,short,60.542635658914726,387,23430.0,0.46511627906976744,1.112706544483729,1285.0833333333333,-1009.1504854368932
300,120,25,280,80,140,260,380,0.9446849977378932,0.913794175893205,8,1,1,short,60.52042160737813,759,45935.0,0.48089591567852435,1.1560822290180088,932.1506849315068,-750.765306122449
210,45,280,65,25,170,370,670,1.0014772273308414,0.951104360730559,28,1,1,short,60.477987421383645,795,48080.0,0.4729559748427673,1.133668802735651,1084.5079787234042,-860.5143540669857
240,120,190,25,5,15,110,550,0.9136285585551628,0.9404399990113849,20,0,1,short,60.41208791208791,546,32985.0,0.3717948717948718,1.0660830019333059,2621.330049261084,-1455.2332361516035
150,60,85,145,5,135,90,330,0.9257954466648449,0.9375543348336732,21,1,0,short,60.3922542204568,1007,60815.0,0.4637537239324727,1.1506589704206511,994.593147751606,-751.6945996275605
240,120,40,20,20,35,130,640,0.9058497852770095,0.9142855482105257,11,0,1,short,60.37914691943128,422,25480.0,0.36255924170616116,1.0529988663900243,3308.7908496732025,-1787.2304832713755
180,45,95,120,90,175,170,340,0.9620836668244703,1.0149173058824117,28,1,0,short,60.36529680365297,657,39660.0,0.4748858447488584,1.1477782952957616,987.2916666666666,-780.1598837209302
240,45,225,65,35,165,140,550,0.9458757055497969,0.9176598254513655,15,0,0,short,60.285451197053405,543,32735.0,0.35359116022099446,1.0737083863413754,2483.59375,-1268.9
300,120,190,135,10,175,230,320,0.9034096234751402,0.9869878132903224,19,1,1,short,60.24500907441016,551,33195.0,0.5081669691470054,1.1722581147349576,806.7857142857143,-719.0485074626865
180,60,35,285,60,20,250,380,0.9726880707041242,0.9307665711637354,30,1,0,short,60.24159663865546,476,28675.0,0.5105042016806722,1.1852270525159874,755.082304526749,-667.2844827586207
240,45,125,130,15,115,300,630,0.9757831842220478,0.9812282624426619,11,0,0,short,60.1780185758514,646,38875.0,0.3204334365325077,1.0727553455294063,2769.082125603865,-1234.0069284064666
300,60,250,275,70,150,200,430,0.9540302591697789,0.9610279388646468,27,1,1,short,60.13623978201635,734,44140.0,0.4904632152588556,1.1113325093954145,1223.9166666666667,-1065.779569892473
180,45,210,125,10,15,270,390,0.9503972362243472,0.9928810431537514,22,1,0,short,60.13513513513514,814,48950.0,0.48157248157248156,1.2047517463504414,734.7448979591836,-569.2142857142857
